"T1","T2","T3","T4","T5","T6","T7","Class","T9"
9.963,85,13,"W",63.347,"E",58.466,"Class3",48.45
10.059,85,14,"X",61.464,"A",14.225,"Class3",70.404
-6.329,50,7,"X",68.03,"Y",66.438,"Class1",63.006
10.337,39,11,"X",67.725,"U",80.618,"Class1",NA
8.481,34,9,"J",63.97,"H",75.21,"Class1",89.433
38.343,62,61,"D",60.466,"G",55.492,"Class2",52.39
30.443,27,11,"X",68.453,"G",68.267,"Class1",71.453
23.053,47,8,"T",65.082,"U",66.313,"Class1",69.166
NA,47,6,"F",NA,"Y",95.749,"Class1",95.281
10.53,NA,13,"X",50.541,"A",29.111,"Class3",34.351
18.705,58,NA,"E",59.753,"H",NA,"Class1",67.222
14.67,66,8,"E",64.118,"U",72.114,"Class1",58.518
9.352,84,3,"R",57.84,"M",50.756,"Class3",85.244
8.186,85,8,"V",40.732,"J",66.523,"Class3",75.349
41.67,66,9,"T",65.35,"V",95.798,"Class1",63.818
37.804,31,NA,"X",68.867,"G",78.865,"Class1",70.453
11.003,85,13,"W",37.344,"J",54.234,"Class3",89.524
52.74,35,58,"O",44.674,"I",64.672,"Class2",55.802
29.001,82,72,"T",NA,"S",58.272,"Class2",55.218
43.628,56,NA,"X",71.071,"U",89.216,"Class1",62.872
13.583,85,13,"S",52.44,"A",74.706,"Class3",80.524
39.159,21,85,"O",59.035,"G",48.639,"Class2",54.259
-3.591,58,9,"J",67.416,"H",84.259,"Class1",80.3
34.857,59,8,"F",68.099,"V",65.742,"Class1",71.668
42.269,81,77,"J",31.526,"C",49.246,"Class2",53.556
18.005,85,10,"V",55.185,"J",55.939,"Class3",51.35
57.302,39,63,"J",75.672,"U",38.425,"Class2",55.494
13.355,84,8,"V",90.098,"A",28.338,"Class3",50.454
28.312,46,7,"E",57.518,"V",69.236,"Class1",89.335
53.849,41,10,"J",65.055,"Y",80.164,"Class1",55.739
20.175,84,15,"W",27.173,"A",38.021,"Class3",69.054
48.16,42,72,"O",39.151,"I",66.519,"Class2",NA
17.116,44,NA,"E",67.734,"G",75.059,"Class1",71.48
15.879,21,8,"J",64.764,"H",72.278,"Class1",54.072
NA,64,58,"T",58.073,"S",63.17,"Class2",52.099
51.411,67,10,"F",69.11,"Y",72.17,"Class1",58.551
38.277,48,83,"D",68.967,"S",43.392,"Class2",55.273
10.841,84,8,"R",61.148,"H",29.453,"Class3",41.23
46.51,33,42,"D",100.538,"I",43.033,"Class2",NA
51.014,NA,8,"J",65.974,"U",94.357,"Class1",74.575
58.826,18,83,"T",70.621,"U",54.051,"Class2",NA
61.453,54,82,"T",4.602,"U",40.046,"Class2",51.83
36.967,81,42,"N",120.377,"C",63.159,"Class2",51.279
55.037,47,6,"X",66.58,"H",81.247,"Class1",53.43
39.732,17,6,"T",64.321,"V",NA,"Class1",86.386
26.652,21,11,"E",68.24,"Y",83.801,"Class1",77.551
11.582,84,9,"W",46.477,"M",44.834,"Class3",82.292
8.76,85,14,"V",46.065,"A",59.209,"Class3",57.469
9.532,36,11,"X",60.661,"U",75.797,"Class1",67.358
37.643,65,45,"N",58.093,"G",36.904,"Class2",53.447
65.715,29,8,"J",68.242,"G",83.65,"Class1",52.888
