"Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Class"
82.524,"M",18,27,62.015,47.637,"W",76.674,"Class3"
81.481,"S",17,88,24.1,NA,"Y",43.622,"Class1"
NA,"M",15,48,59.039,64.823,"J",78.389,"Class3"
50.824,"O",65,68,NA,60.947,"M",32.098,"Class2"
81.45,"B",24,71,36.96,40.644,"J",77.232,"Class3"
80.488,"B",NA,22,56.881,38.623,"H",77.345,"Class3"
35.59,"K",7,63,64.703,66.554,"H",16.431,"Class4"
79.207,"X",27,38,57.078,42.528,"Q",79.278,"Class3"
70.976,"G",24,51,63.413,73.803,"V",57.388,"Class1"
30.367,"O",78,66,61.662,51.085,"S",14.612,"Class2"
81.489,"M",26,50,53.967,71.248,"B",73.365,"Class3"
81.121,"S",43,NA,92.058,67.569,"Y",49.56,"Class1"
NA,"Y",31,63,49.237,57.439,"H",73.567,"Class3"
79.986,"M",18,72,56.278,59.546,"Q",77.269,"Class3"
50.883,"S",46,72,65.819,73.373,"S",69.525,"Class2"
41.984,"K",19,81,61.078,88.172,"J",20.717,"Class4"
42.898,"D",17,58,65.3,56.459,"V",84.334,"Class4"
34.849,"S",5,24,71.111,83.562,"V",72.44,"Class4"
41.445,"E",18,19,57.097,75.895,"K",20.345,"Class4"
42.274,"E",5,66,54.062,71.777,"H",3.485,"Class4"
46.06,"Y",15,33,63.024,85.443,"H",11.583,"Class4"
82.48,"X",7,24,54.649,49.992,"Q",70.928,"Class3"
83.088,"X",32,68,89.198,76.708,"V",70.52,"Class1"
39.555,"Y",11,77,41.715,72.217,"B",68.755,"Class4"
82.171,"S",41,61,84.828,69.319,"O",45.813,"Class1"
NA,"F",53,68,42.785,78.379,"M",31.024,"Class2"
NA,"Y",7,30,63.502,66.069,"H",12.018,"Class4"
83.555,"X",21,62,69.172,68.954,"V",53.043,"Class1"
37.912,"O",12,65,78.509,58.038,"F",12.845,"Class2"
35.28,"D",21,34,71.368,55.874,"K",33.287,"Class4"
35.393,"S",11,76,74.252,82.81,"V",53.063,"Class4"
49.211,"F",94,68,29.999,56.446,"Z",36.317,"Class2"
44.523,"E",17,58,69.873,69.635,"Z",NA,"Class2"
79.136,"H",18,29,61.192,46.491,"Q",72.936,"Class3"
35.284,"Y",24,20,48.922,53.232,"B",9.931,"Class4"
NA,"B",21,17,61.622,40.272,"Q",80.935,"Class3"
35.385,"D",20,46,55.339,49.893,"K",84.483,"Class4"
36.083,"D",8,43,46.646,NA,"H",50.982,"Class4"
79.54,"B",NA,18,60.193,73.971,"B",73.231,"Class3"
80.03,"K",38,32,76.58,85.672,"Y",NA,"Class1"
79.636,"X",14,64,51.851,37.826,"B",77.086,"Class3"
25.762,"F",37,62,36.559,59.737,"Z",26.86,"Class2"
32.482,"S",96,81,62.579,57.469,"S",60.371,"Class2"
82.492,"H",9,84,43.69,19.868,"B",71.699,"Class3"
80.369,"H",18,47,53.764,22.94,"J",74.291,"Class3"
64.351,"V",NA,69,64.245,66.719,"M",67.275,"Class2"
82.812,"V",33,30,71.721,91.234,"O",43.671,"Class1"
36.76,"K",15,59,59.807,97.812,"K",48.162,"Class4"
80.783,"H",10,64,45.405,62.632,"B",75.372,"Class3"
58.525,"S",57,64,78.278,69.887,"F",23.719,"Class2"
70.931,"V",93,63,43.967,65.733,"F",25.48,"Class2"
77.277,"O",18,NA,41.556,65.136,"F",20.499,"Class2"
40.912,"E",31,80,53.361,52.828,"M",2.062,"Class2"
78.148,"K",38,69,64.738,68.832,"V",66.237,"Class1"
82.683,"M",22,25,62.337,69.632,"H",76.033,"Class3"
72.916,"V",41,30,71.664,76.689,"Y",74.263,"Class1"
80.493,"S",4,76,50.217,61.414,"F",4.131,"Class2"
46.359,"E",21,21,64.833,69.588,"K",55.655,"Class4"
80.081,"H",31,NA,NA,60.561,"J",72.259,"Class3"
43.568,"D",16,19,67.851,68.91,"V",27.064,"Class4"
75.243,"V",39,73,72.185,71.377,"O",43.33,"Class1"
82.813,"S",43,54,66.677,83.859,"E",77.11,"Class1"
82.692,"Y",22,19,67.646,47.169,"J",75.361,"Class3"
82.51,"X",12,17,63.11,39.701,"B",71.552,"Class3"
39.486,"K",11,29,85.054,72.799,"V",10.469,"Class4"
39.355,"E",10,54,70.863,72.608,"J",11.285,"Class4"
41.261,"Y",24,47,76.114,42.692,"J",80.509,"Class4"
79.5,"X",28,92,54.804,NA,"Q",79.944,"Class3"
