"T1","T2","T3","T4","T5","T6","T7","Class","T9"
113.02,65,102.922,"C",44.778,"S",34,"Class4",34.459
61.231,80,48.753,"A",49.376,"S",36,"Class4",NA
74.443,67,86.938,"B",28.862,"Y",76,"Class2",76.39
86.087,19,29.5,"H",66.134,"V",69,"Class1",39.413
88.873,49,46.149,"N",68.083,"B",61,"Class1",39.321
75.707,35,36.193,"U",54.467,"B",60,"Class1",38.46
98.129,68,32.97,"N",63.59,"B",69,"Class1",38.362
98.588,36,34.965,"N",46.824,"G",66,"Class1",38.089
NA,30,34.038,"U",59.545,"Y",58,"Class1",38.053
68.602,45,17.46,"B",89.803,"F",30,"Class3",40.944
77.943,78,86.768,"I",64.042,"T",37,"Class4",34.939
79.199,69,44.162,"U",62.738,"B",55,"Class1",37.154
75.344,41,19.055,"B",43.48,"I",NA,"Class3",42.488
67.653,43,63.243,"K",9.907,"Z",71,"Class5",9.062
NA,45,11.348,"B",90.185,"D",32,"Class3",NA
86.588,31,51.254,"Q",56.326,"Y",67,"Class1",35.667
50.145,42,104.098,"A",72.775,"A",35,"Class4",33.364
73.486,28,41.54,"S",47.918,"Y",78,"Class1",37.094
69.358,43,-0.083,"B",43.543,"D",45,"Class3",50.093
40.306,47,44.557,"M",9.864,"P",77,"Class5",14.908
74.267,75,111.606,"B",NA,"Y",33,"Class2",71.091
71.415,76,74.033,"N",20.743,"S",36,"Class4",30.729
55.11,52,33.426,"M",14.923,"W",NA,"Class5",8.054
79.082,43,77.333,"F",24.559,"Q",40,"Class2",13.262
58.777,NA,40.626,"M",18.88,"Y",71,"Class5",13.113
50.254,NA,56.878,"D",8.741,"E",75,"Class5",10.262
73.612,51,97.475,"B",23.958,"Y",28,"Class2",37.909
72.051,59,85.517,"F",24.268,"Y",69,"Class2",NA
26.918,54,76.64,"X",24.715,"V",69,"Class2",NA
85.468,84,63.337,"N",72.466,"A",35,"Class4",34.967
73.291,64,38.963,"C",NA,"M",35,"Class4",NA
61.803,NA,40.689,"D",13.236,"Z",73,"Class5",21.059
76.241,NA,32.092,"H",64.437,"F",43,"Class3",41.3
62.072,87,62.091,"C",24.272,"F",37,"Class4",33.319
76.801,53,63.949,"I",63.529,"T",37,"Class4",NA
70.719,16,28.564,"Q",41.585,"V",70,"Class1",38.902
54.522,77,53.896,"I",62.816,"T",36,"Class4",30.713
98.376,NA,92.156,"X",23.201,"K",29,"Class2",39.218
66.939,58,83.57,"I",76.95,"M",38,"Class4",31.463
83.923,43,16.55,"K",17.652,"Z",NA,"Class5",16.398
70.899,80,28.441,"U",53.848,"V",58,"Class1",47.063
77.618,82,24.651,"N",68.857,"J",66,"Class1",45.967
78.436,43,35.511,"H",NA,"J",55,"Class1",47.802
48.9,50,93.445,"B",24.312,"Y",75,"Class2",63.294
65.411,35,52.121,"O",10.159,"P",76,"Class5",4.688
43.488,74,94.914,"E",54.8,"S",37,"Class4",29.849
71.395,49,10.715,"W",46.379,"I",44,"Class3",43.541
64.662,38,26.526,"U",66.177,"G",74,"Class1",44.324
NA,67,47.747,"M",15.528,"P",76,"Class5",16.958
68.418,NA,28.601,"D",17.778,"Z",74,"Class5",14.146
91.739,43,74.203,"F",29.519,"Q",35,"Class2",70.882
86.021,41,67.496,"I",66.682,"F",37,"Class4",31.678
68.736,45,20.77,"V",71.938,"B",30,"Class3",42.84
91.202,19,29.234,"U",59.495,"Y",70,"Class1",47.181
